transaction_amount,transaction_datetime,is_scam_prob,scam_possibility,recipient_name,sender_name,message
371.19,2023-01-05 08:50:31,0.4483363414581806,Low,Philip Kennedy,Patricia Lawrence,Thank you for your recent transaction. Your account balance is updated.
880.48,2023-01-07 17:23:26,0.47968675462048604,Low,Traci Wilkins,Lisa White,Thank you for your recent transaction. Your account balance is updated.
774.6,2023-01-02 10:08:49,0.22367559810645365,Low,Tara Reilly,Laura Larson,Thank you for your recent transaction. Your account balance is updated.
408.25,2023-01-03 08:21:19,0.2732624545555823,Low,Emily Lewis,Angelica Gill,Thank you for your recent transaction. Your account balance is updated.
566.46,2023-01-03 17:31:29,0.10301407913805072,Low,Richard Rogers,George Wong,Thank you for your recent transaction. Your account balance is updated.
4956.96,2023-01-04 15:03:40,0.5323847130744477,Moderate,Christopher Sullivan,Bradley Flores,Firm more very. Urgent action required!
2148.95,2023-01-01 08:12:40,0.9941293814497726,Highest,Michelle Miller,Steve Koch,Skill above then well. Urgent action required!
1436.91,2023-01-04 12:18:22,0.6548489327759801,Moderate,Dylan Parker,Brianna Arnold,Ever choose goal pick. Urgent action required!
745.65,2023-01-01 13:34:25,0.4315954105976695,Low,Samantha Chen,Susan Cook,Thank you for your recent transaction. Your account balance is updated.
2649.01,2023-01-04 13:15:36,0.8728878499603157,Lowest,Seth Gutierrez,Wanda Jones,Employee focus agreement good always condition for tonight. Urgent action required!
3648.36,2023-01-05 10:48:36,0.9468388821751473,Highest,Leslie Smith,Veronica Scott,Under history court him administration move thus. Urgent action required!
4251.16,2023-01-04 11:58:12,0.9238112699578551,Highest,Louis Gutierrez,Lisa Hopkins,First find big institution from method financial. Urgent action required!
984.42,2023-01-03 14:30:36,0.2354501456269431,Low,Robert Harvey,Jason Garcia,Thank you for your recent transaction. Your account balance is updated.
328.58,2023-01-02 10:14:06,0.27882013624669666,Low,Jennifer Butler,Janice Brown,Thank you for your recent transaction. Your account balance is updated.
3343.37,2023-01-05 09:19:43,0.9355551191991839,Highest,Felicia Serrano,Pamela Perry,Plant course indicate available indeed see. Urgent action required!
2838.01,2023-01-07 15:41:34,0.7768739122188216,Moderate,Adam Martinez,Jason Jenkins,Look people respond family. Urgent action required!
238.85,2023-01-05 17:27:14,0.40938683681644916,Low,Lucas Hicks,Kristen Munoz,Thank you for your recent transaction. Your account balance is updated.
949.12,2023-01-03 15:55:00,0.551466684712365,Moderate,John Roberts,Monica Stephenson,Gas structure guess she fire again floor. Urgent action required!
4101.82,2023-01-07 17:28:07,0.9047698014219513,Highest,Jennifer Gutierrez,Rodney Collins,Tree official hot either laugh beat ahead. Urgent action required!
4983.8,2023-01-04 12:48:46,0.5798342336703631,Moderate,Cameron Chapman,James Ray,Population agreement these of yes table. Urgent action required!
4147.63,2023-01-01 17:01:23,0.9758805437588852,Highest,Elizabeth Russell,Angela Bennett,They onto hot hot outside leg than. Urgent action required!
508.65,2023-01-03 09:41:29,0.20454395754493504,Low,Erica Peterson,Joseph Lambert,Thank you for your recent transaction. Your account balance is updated.
509.98,2023-01-03 08:25:14,0.0005099890159435683,Low,Michael Mcbride,Ana Miller,Thank you for your recent transaction. Your account balance is updated.
669.79,2023-01-04 11:18:23,0.15290544405022855,Low,Edwin Leach,Stephanie Washington,Thank you for your recent transaction. Your account balance is updated.
1240.22,2023-01-03 15:04:36,0.9405592607568448,Highest,Tommy Simon,Kelly Kennedy,Use generation sound budget true compare source week. Urgent action required!
280.6,2023-01-03 17:34:39,0.22892629124417707,Low,Maria Martinez,Robert Spears,Thank you for your recent transaction. Your account balance is updated.
4685.7,2023-01-03 14:57:29,0.9854962713920856,Highest,Tommy Allen,Brandon Mason,Thank my detail feeling. Urgent action required!
127.91,2023-01-02 08:02:06,0.9963985318994728,Highest,Michael Morgan,Joseph Williams,Action history food plant condition nature live. Urgent action required!
526.59,2023-01-03 08:04:31,0.29248344310492624,Low,Alicia Nguyen,Gary Hartman,Thank you for your recent transaction. Your account balance is updated.
2565.97,2023-01-06 12:22:00,0.5996364818633143,Moderate,Mary Austin,Ryan Cantrell,Front grow somebody three school appear. Urgent action required!
521.59,2023-01-04 10:18:50,0.47218360663446746,Low,Donna Stein,Roy Combs,Thank you for your recent transaction. Your account balance is updated.
318.77,2023-01-05 17:52:15,0.20916268343226507,Low,Allen Hudson,Carl Long,Thank you for your recent transaction. Your account balance is updated.
2597.33,2023-01-04 10:33:20,0.9843091908625355,Highest,Juan Johnson,Barbara Gonzalez,Business structure interview short sister pull teacher usually. Urgent action required!
1117.83,2023-01-02 09:55:37,0.849911435092138,Lowest,Richard Harris,Virginia Dunn,Western official free song. Urgent action required!
353.33,2023-01-07 10:16:45,0.17150982298024275,Low,Craig Reynolds,Rebecca Jimenez,Thank you for your recent transaction. Your account balance is updated.
55.52,2023-01-03 10:43:04,0.4968160805399847,Low,Wyatt Lewis,Thomas Hines,Thank you for your recent transaction. Your account balance is updated.
678.02,2023-01-07 11:56:39,0.2793310185303406,Low,Madison Franco,Matthew Burns,Thank you for your recent transaction. Your account balance is updated.
857.36,2023-01-01 14:49:23,0.3037614660177791,Low,Rachel Hill,Victoria Callahan,Thank you for your recent transaction. Your account balance is updated.
4064.84,2023-01-07 13:44:57,0.691703417875346,Moderate,John Sellers,Sarah Mendez,Husband decade far usually three. Urgent action required!
3947.67,2023-01-02 12:15:22,0.9972051439743013,Highest,Sheila Kaufman,Sean Pacheco,Three course movie practice. Urgent action required!
416.62,2023-01-01 08:31:08,0.04466303385743198,Low,Monique Nguyen,Chris Robinson,Thank you for your recent transaction. Your account balance is updated.
4984.71,2023-01-03 09:11:54,0.7356887486702045,Moderate,Jonathan Miller,Katherine Carpenter,Capital appear bank total live language check. Urgent action required!
256.02,2023-01-03 13:58:23,0.19601864530485813,Low,Angela Ochoa,Robert Villa,Thank you for your recent transaction. Your account balance is updated.
798.25,2023-01-01 17:27:35,0.03869025450023833,Low,Jeremy Price,Richard Moss,Thank you for your recent transaction. Your account balance is updated.
394.58,2023-01-05 13:10:35,0.09488917523925111,Low,Jeffrey Lawson,Ashley Lawson,Thank you for your recent transaction. Your account balance is updated.
302.83,2023-01-02 13:36:33,0.14629250272118988,Low,Austin Underwood,Zachary Lucas,Thank you for your recent transaction. Your account balance is updated.
244.13,2023-01-03 14:42:58,0.5888374693418312,Moderate,John Garza,Sharon Dixon,Music sea opportunity. Urgent action required!
491.75,2023-01-05 17:28:39,0.7895643131509639,Moderate,Jeffery Wilson,Wesley Lara,Capital true community energy. Urgent action required!
10.98,2023-01-02 15:16:37,0.1694882749200567,Low,Holly Walker,Erika Hall,Thank you for your recent transaction. Your account balance is updated.
3077.65,2023-01-05 12:24:08,0.6640723676838556,Moderate,Stephanie Martin,Zoe Klein,Indeed religious pressure best public respond return work. Urgent action required!
892.97,2023-01-06 10:54:19,0.25433471350602843,Low,Tamara Reed,Deborah Dickson,Thank you for your recent transaction. Your account balance is updated.
3998.63,2023-01-02 15:16:36,0.8497816987402305,Lowest,James Rollins,Lauren French,Politics spend ahead moment change. Urgent action required!
1699.4,2023-01-03 09:48:55,0.9518374354168085,Highest,Courtney Jensen,Nathan Robles,Owner will head just hard never eye. Urgent action required!
3427.12,2023-01-03 13:31:46,0.7005321155919974,Moderate,Jennifer Moyer,Ryan Cochran,Strategy to full term charge table meeting. Urgent action required!
2204.6,2023-01-04 15:23:13,0.5446390556178581,Moderate,Jason Miller,Karen Brady,Face crime pull attorney data friend. Urgent action required!
1827.89,2023-01-02 13:14:28,0.9177258090912357,Highest,Julie Jackson,Denise Hernandez,Office call worry. Urgent action required!
763.41,2023-01-03 16:20:57,0.4469380373650883,Low,Kristopher Martinez,Amanda Moore,Thank you for your recent transaction. Your account balance is updated.
272.2,2023-01-04 13:25:39,0.10254812592464657,Low,Joseph Hood,John Kidd,Thank you for your recent transaction. Your account balance is updated.
2196.91,2023-01-01 08:18:49,0.6736578541823582,Moderate,Michelle Diaz,Brandy Hamilton,Former management international early another issue. Urgent action required!
2099.61,2023-01-04 13:06:07,0.7278776220711732,Moderate,Crystal Wood,Richard Bradley,Surface kind phone after system look. Urgent action required!
3122.97,2023-01-04 11:49:15,0.6703058812907523,Moderate,Lisa Hoover,Stephanie Shaw,International four early body quite he establish great. Urgent action required!
3441.79,2023-01-03 14:48:39,0.5174141888168982,Moderate,Shawn Yu,Dustin Fuentes,Bank recent notice past truth. Urgent action required!
547.59,2023-01-04 12:03:22,0.164615894039438,Low,Eddie Adams,Thomas Harrison,Thank you for your recent transaction. Your account balance is updated.
935.45,2023-01-05 12:39:20,0.18783596228457056,Low,Joseph Herrera,Brian Marquez,Thank you for your recent transaction. Your account balance is updated.
208.87,2023-01-03 10:49:27,0.5976433466633834,Moderate,Francis Young,Rebecca Crawford,Reduce he energy consider agent quite. Urgent action required!
791.59,2023-01-01 16:32:16,0.016777714265544974,Low,Timothy Welch,Ryan Brown,Thank you for your recent transaction. Your account balance is updated.
540.96,2023-01-01 16:03:08,0.9921971531284334,Highest,Krista Gomez,Sarah Guzman,Matter without Mr. Urgent action required!
390.11,2023-01-05 13:20:08,0.39743527238707566,Low,Destiny Underwood,Christopher Rose,Thank you for your recent transaction. Your account balance is updated.
472.26,2023-01-04 17:34:52,0.10412476243739388,Low,Ruben Johnson,Olivia Weber,Thank you for your recent transaction. Your account balance is updated.
497.86,2023-01-06 09:09:20,0.20571175941707254,Low,Cynthia Carrillo,Gabriel Cook,Thank you for your recent transaction. Your account balance is updated.
2722.12,2023-01-03 15:53:47,0.8014008692471686,Lowest,Alan Torres,Lisa Vincent,Quality deal national list care citizen. Urgent action required!
584.63,2023-01-05 11:33:21,0.06836249987290988,Low,Anthony Washington,Derrick King,Thank you for your recent transaction. Your account balance is updated.
612.43,2023-01-06 08:18:09,0.290509412778189,Low,Deborah Adkins,Matthew Burton,Thank you for your recent transaction. Your account balance is updated.
1210.29,2023-01-07 14:22:10,0.6516521611507162,Moderate,Zachary Carter,Victoria Mccoy,Standard fish science themselves education hundred plant. Urgent action required!
177.27,2023-01-03 16:11:57,0.4504673277047577,Low,Scott Bowen,Denise Gallagher,Thank you for your recent transaction. Your account balance is updated.
4943.01,2023-01-03 15:13:53,0.6515497829534784,Moderate,Susan Quinn,Christina Smith,Half data skin care carry low. Urgent action required!
2879.0,2023-01-05 15:43:43,0.6679103011456768,Moderate,Christopher Campbell,John Salazar,Term federal design. Urgent action required!
3658.38,2023-01-05 17:22:08,0.695786306423427,Moderate,Carlos Bailey,Edward Reynolds,Wide marriage movement ball. Urgent action required!
3637.67,2023-01-07 16:17:33,0.6953056776022964,Moderate,Joanna Phillips,Amanda Carter,Dinner through less too stay price. Urgent action required!
160.9,2023-01-05 08:13:29,0.23911375935981638,Low,Amanda Schneider,Ryan Keller,Thank you for your recent transaction. Your account balance is updated.
124.06,2023-01-05 09:01:54,0.4879542485810844,Low,Julie Osborne,Joshua Keller,Thank you for your recent transaction. Your account balance is updated.
3555.34,2023-01-05 17:07:06,0.8831855787006627,Lowest,Kathleen Rojas,Kevin Ramos,Lead around beyond. Urgent action required!
4768.65,2023-01-03 10:55:14,0.6379017290493193,Moderate,Jesse Sims,Michael Boyd,Project compare response several real shoulder. Urgent action required!
637.02,2023-01-03 08:38:49,0.008994292817431138,Low,Richard Ramirez,James Casey,Thank you for your recent transaction. Your account balance is updated.
4847.77,2023-01-04 08:56:05,0.9256094483569375,Highest,Ashley Lewis,Jonathan Diaz,Decide every defense board. Urgent action required!
901.45,2023-01-05 12:01:52,0.3535532768724403,Low,Christopher Carlson,Victoria Ponce,Thank you for your recent transaction. Your account balance is updated.
787.33,2023-01-03 12:05:37,0.3373178260096741,Low,Nichole Molina,Heather Davis,Thank you for your recent transaction. Your account balance is updated.
233.85,2023-01-05 13:03:37,0.27244821917741535,Low,Courtney Brooks,Benjamin Andrews,Thank you for your recent transaction. Your account balance is updated.
1440.09,2023-01-06 17:03:24,0.5967782276083535,Moderate,Theresa White,Brandy Thomas,Skin allow never. Urgent action required!
440.1,2023-01-05 12:56:25,0.3202300409685218,Low,Melanie Davis,Taylor Ford,Thank you for your recent transaction. Your account balance is updated.
367.05,2023-01-02 13:39:52,0.18704716486754946,Low,Greg Johnson,Christian Sanders,Thank you for your recent transaction. Your account balance is updated.
404.61,2023-01-03 10:46:01,0.41855097516677664,Low,Steve Torres,Eric Bell,Thank you for your recent transaction. Your account balance is updated.
639.78,2023-01-04 17:55:23,0.7974489200763102,Moderate,Brittany Porter,Devin Smith,Situation recognize budget film tough guess. Urgent action required!
1542.5,2023-01-07 16:47:33,0.5855918252204543,Moderate,Darrell White,Melissa Foley,Family so table speak edge fire learn field. Urgent action required!
3187.73,2023-01-01 12:42:17,0.8607903810304645,Lowest,Donna Walker,Yvette Owens,Enough identify international heavy through. Urgent action required!
961.71,2023-01-07 16:08:00,0.19699305583894056,Low,Julie Christensen,Catherine Alexander,Thank you for your recent transaction. Your account balance is updated.
4509.45,2023-01-02 10:15:37,0.9438978902546958,Highest,Tammy Johnson,Lindsey Salazar,Minute within accept black. Urgent action required!
822.16,2023-01-03 09:56:46,0.08446416485287445,Low,Anthony Sellers,Leslie White,Thank you for your recent transaction. Your account balance is updated.
214.37,2023-01-02 13:44:44,0.09013898512260932,Low,Mary Fisher,Cynthia Knight,Thank you for your recent transaction. Your account balance is updated.
1178.27,2023-01-05 11:56:11,0.8182588010354491,Lowest,Morgan Wong,Carlos Carrillo,Seven everyone machine product western scientist our. Urgent action required!
1382.49,2023-01-04 13:52:59,0.58529564038226,Moderate,Stacy Clark,Dwayne Atkinson,Medical line page employee light great main. Urgent action required!
842.27,2023-01-02 15:22:03,0.3984406948623066,Low,Krystal Young,Scott Webster,Thank you for your recent transaction. Your account balance is updated.
2194.23,2023-01-05 10:41:14,0.8399911956499819,Lowest,Patricia Ortiz,Michelle Smith,Result issue reduce section close. Urgent action required!
406.51,2023-01-03 17:16:12,0.9544751330941914,Highest,Anthony Garcia,Michelle West,Allow dark child bank herself. Urgent action required!
941.17,2023-01-03 12:47:09,0.3449525470030681,Low,Robert Wallace,Brittany Odonnell,Thank you for your recent transaction. Your account balance is updated.
1421.45,2023-01-05 13:52:57,0.8413749661359962,Lowest,Maria Dawson,Cynthia Cross,Push peace cost sell Mr property. Urgent action required!
1250.27,2023-01-03 09:53:31,0.7555707030995242,Moderate,Harold Kirby,Wayne Larson,Several watch room policy. Urgent action required!
4760.14,2023-01-04 13:43:01,0.5041743704378998,Moderate,Elizabeth Weaver,Ryan Cooley,Likely true green guy surface. Urgent action required!
2625.03,2023-01-01 09:18:08,0.7445070366477197,Moderate,Christopher Richardson,Jason Bird,Lawyer president side reflect. Urgent action required!
3028.43,2023-01-05 09:14:18,0.5573324247507513,Moderate,Cory Price,Laura Walker,Industry its of me. Urgent action required!
776.25,2023-01-03 13:13:26,0.2058392869952762,Low,Dana Harris,Gregory Blake,Thank you for your recent transaction. Your account balance is updated.
284.21,2023-01-03 11:57:25,0.12507123945056908,Low,Edward Peterson,Whitney Miller,Thank you for your recent transaction. Your account balance is updated.
3582.86,2023-01-01 12:03:25,0.7634448955760644,Moderate,Tiffany Schmidt,Melissa Campbell,Provide position election director general page grow fine. Urgent action required!
279.24,2023-01-03 10:53:40,0.22329754910206678,Low,Alexis Leach,Jason Holmes,Thank you for your recent transaction. Your account balance is updated.
752.52,2023-01-04 12:38:06,0.07518058501402591,Low,Tyler Lewis,Jason Collier,Thank you for your recent transaction. Your account balance is updated.
3750.64,2023-01-05 08:58:40,0.7870922974503276,Moderate,Ralph Bailey,Caitlyn Dominguez,Artist source realize gun. Urgent action required!
2722.23,2023-01-05 12:52:30,0.8419386306424858,Lowest,Natalie Wilson,Jennifer Gonzales,Recently near talk much skin. Urgent action required!
930.54,2023-01-07 09:07:55,0.4006370441880279,Low,Thomas Hernandez,Debbie Diaz,Thank you for your recent transaction. Your account balance is updated.
144.87,2023-01-03 17:23:15,0.2961431644014205,Low,Mark Daniels,Jesse Brown,Thank you for your recent transaction. Your account balance is updated.
4453.39,2023-01-04 11:34:58,0.9511818108497045,Highest,Crystal Baldwin,Robert Schneider,Away type education whom leave. Urgent action required!
872.47,2023-01-05 09:44:44,0.40300899993191985,Low,Elizabeth Gutierrez,Ryan Garcia,Thank you for your recent transaction. Your account balance is updated.
653.95,2023-01-03 10:09:43,0.8727982978990213,Lowest,Desiree Sanders,Nathan Wagner,Down continue much bag concern society note old. Urgent action required!
405.79,2023-01-06 18:06:05,0.3912034417144252,Low,Thomas Booth,Mary Davis,Thank you for your recent transaction. Your account balance is updated.
2550.7,2023-01-04 08:30:36,0.7256554636438663,Moderate,Latoya Chandler,Sara Parks,Watch spring tough study husband common. Urgent action required!
459.96,2023-01-04 10:55:40,0.30463468871429256,Low,Kenneth Ochoa,Joshua Olson,Thank you for your recent transaction. Your account balance is updated.
651.06,2023-01-02 13:11:39,0.21838213025632403,Low,Clarence Harrison,Jill Mejia,Thank you for your recent transaction. Your account balance is updated.
3224.53,2023-01-04 16:46:45,0.7857707197298583,Moderate,Ronald Powell,Jamie Jones,Hope want pull century born international book. Urgent action required!
41.21,2023-01-05 15:17:26,0.2243139093057851,Low,Brittney Perkins,Hayley Edwards,Thank you for your recent transaction. Your account balance is updated.
465.38,2023-01-06 18:55:48,0.4544635068414695,Low,Logan Hughes,Brandon Contreras,Thank you for your recent transaction. Your account balance is updated.
807.91,2023-01-04 15:18:59,0.7518897916419774,Moderate,Todd Cooper,Chris White,Meet political really imagine think five line. Urgent action required!
3622.34,2023-01-04 08:47:40,0.7915310711650553,Moderate,Julie Miller,Zachary Payne,Stay read pass discuss while. Urgent action required!
866.19,2023-01-05 12:23:07,0.2168342176929906,Low,Elizabeth Williams,Gabrielle Cuevas,Thank you for your recent transaction. Your account balance is updated.
3260.98,2023-01-05 09:02:36,0.5368090852774561,Moderate,Richard Perez,Kathleen Roman,Understand open ball now give. Urgent action required!
1829.38,2023-01-05 16:33:14,0.770011389902282,Moderate,Jimmy Higgins,Tina Moore,Until cause soon. Urgent action required!
745.38,2023-01-04 11:59:54,0.4851029839390655,Low,Dorothy Adams,Austin Sanders,Thank you for your recent transaction. Your account balance is updated.
373.05,2023-01-03 16:29:44,0.2639584682470415,Low,Frank Baker,Nicholas Walker,Thank you for your recent transaction. Your account balance is updated.
971.28,2023-01-06 19:54:27,0.1930722737967313,Low,Amanda Martinez,Thomas Pena,Thank you for your recent transaction. Your account balance is updated.
2006.2,2023-01-03 09:49:38,0.8407461546868151,Lowest,Lisa Maldonado,Erin Davis,Crime serious week away. Urgent action required!
509.9,2023-01-07 11:10:01,0.39322175880423615,Low,Ronnie Berry,David Davis,Thank you for your recent transaction. Your account balance is updated.
1147.79,2023-01-05 17:22:59,0.5743550703038779,Moderate,Kevin Robertson,Kevin Hernandez,Wife shake certainly necessary new discuss. Urgent action required!
536.69,2023-01-01 17:28:19,0.4498646953614197,Low,Allen Andrews,Austin Riley,Thank you for your recent transaction. Your account balance is updated.
2430.29,2023-01-06 11:48:41,0.5073635432245636,Moderate,Nicole Morgan,Stanley Esparza,Parent a idea born hot. Urgent action required!
1614.59,2023-01-04 12:50:01,0.9392477228751088,Highest,Bradley Adams,Rachel Gilbert,Sea alone garden nothing report with. Urgent action required!
4687.0,2023-01-06 17:34:45,0.7909176002781291,Moderate,Jorge Davidson,Anthony Beck,Act human memory rate certainly term part official. Urgent action required!
317.04,2023-01-02 15:10:28,0.6729704039298935,Moderate,Angela Torres,David Melton,Mother result thank site probably against bar early. Urgent action required!
4164.38,2023-01-03 17:06:52,0.7784768291162368,Moderate,Susan Knight,Patrick Walsh,Service need cultural sure product phone. Urgent action required!
2341.72,2023-01-04 11:28:10,0.7390403874984554,Moderate,Andrew Chang,Jill Hunter,Show these recognize national threat. Urgent action required!
980.74,2023-01-06 08:16:02,0.4273110417874867,Low,Sharon Ellis,Christopher Elliott,Thank you for your recent transaction. Your account balance is updated.
462.89,2023-01-05 16:38:42,0.0662395020883535,Low,Kenneth Hensley,Sonia Henderson,Thank you for your recent transaction. Your account balance is updated.
239.69,2023-01-01 08:09:39,0.27165131954919386,Low,Jennifer Henry,Richard Allen,Thank you for your recent transaction. Your account balance is updated.
1750.93,2023-01-04 09:18:09,0.5300791019837752,Moderate,John Francis,Elizabeth Arnold,Direction none table through up arrive range. Urgent action required!
56.87,2023-01-03 17:53:50,0.3653465321442274,Low,Shane Hayes,Jessica Castro,Thank you for your recent transaction. Your account balance is updated.
161.72,2023-01-01 17:55:45,0.0019157061789990548,Low,Kimberly Chan,Holly Newman,Thank you for your recent transaction. Your account balance is updated.
771.99,2023-01-03 15:47:56,0.6788833668893024,Moderate,Monica Webb,Rachel Aguilar,Offer moment event item share group. Urgent action required!
236.0,2023-01-02 15:52:53,0.1311172358668813,Low,Jeffery Dillon,Christine Eaton,Thank you for your recent transaction. Your account balance is updated.
653.18,2023-01-03 16:19:57,0.004609935973168167,Low,Jeremy Obrien,Jesse Price,Thank you for your recent transaction. Your account balance is updated.
228.17,2023-01-06 08:04:23,0.09414675228322356,Low,James Warren,Sarah Wright,Thank you for your recent transaction. Your account balance is updated.
2226.1,2023-01-01 08:45:17,0.8010028976355928,Lowest,Samantha Mcclain,Gregory Grant,If high value issue performance. Urgent action required!
503.57,2023-01-01 09:14:43,0.18662149156682672,Low,Rita Martinez,Lauren Whitehead,Thank you for your recent transaction. Your account balance is updated.
463.68,2023-01-03 10:30:24,0.3204896372653623,Low,Roy Hansen,Brittany Norman,Thank you for your recent transaction. Your account balance is updated.
3325.34,2023-01-01 08:59:36,0.7932155360131891,Moderate,Courtney Castillo,Lisa Coleman,Eye whether apply woman. Urgent action required!
3324.98,2023-01-01 10:04:55,0.9672034558421935,Highest,Cindy Moran,Yvonne Parrish,West each staff support visit recently. Urgent action required!
1646.93,2023-01-07 13:20:56,0.9086616698450506,Highest,Ralph Williams,Julia Sullivan,Impact country civil matter safe. Urgent action required!
2253.8,2023-01-05 17:57:04,0.9026711702750368,Highest,Samantha Harris,Kristin Owen,Case recognize season visit share back. Urgent action required!
32.03,2023-01-05 11:33:13,0.25194021240911346,Low,Roberto Johnson,Frederick Boyd,Thank you for your recent transaction. Your account balance is updated.
141.59,2023-01-02 17:50:10,0.48442519539193907,Low,Linda Martin,Joshua Smith,Thank you for your recent transaction. Your account balance is updated.
1516.24,2023-01-01 10:51:44,0.8841102132056571,Lowest,Brandon Sandoval,Karen Carr,Blue every expect. Urgent action required!
567.76,2023-01-02 08:48:39,0.05824345277147125,Low,George Solis,Miguel Hutchinson,Thank you for your recent transaction. Your account balance is updated.
1062.31,2023-01-06 16:09:06,0.9894521101400835,Highest,Jenna Ryan,Scott Hansen,Officer memory quality finish good whatever bag. Urgent action required!
642.76,2023-01-03 10:43:50,0.22369214333206333,Low,Nicholas Harris,Daniel Parks,Thank you for your recent transaction. Your account balance is updated.
472.64,2023-01-01 10:25:54,0.1232964663712478,Low,Pamela Gordon,Sharon Cruz,Thank you for your recent transaction. Your account balance is updated.
792.26,2023-01-05 15:18:25,0.11175300371966279,Low,Donald Brown,Theodore Hamilton,Thank you for your recent transaction. Your account balance is updated.
2764.37,2023-01-02 15:41:23,0.7696581966118765,Moderate,Daniel Riley,Victoria Gomez,Generation pay myself prevent bit each space always. Urgent action required!
286.9,2023-01-07 10:02:03,0.0934930116544308,Low,Brittany Parks,Nicole Bradley,Thank you for your recent transaction. Your account balance is updated.
2158.73,2023-01-06 19:32:55,0.6686023805608377,Moderate,Ashley Simmons,Jennifer Graham,Particularly consider phone move. Urgent action required!
650.59,2023-01-06 10:35:37,0.47605119393048456,Low,Cory Sanchez,Alexandria Benitez,Thank you for your recent transaction. Your account balance is updated.
148.88,2023-01-05 11:05:10,0.0998673529219899,Low,Courtney Fuller,James Graham,Thank you for your recent transaction. Your account balance is updated.
380.54,2023-01-04 16:35:48,0.5572863270001672,Moderate,Eric Cline,Larry Gray,Change side situation future political expect bag choice. Urgent action required!
153.96,2023-01-03 12:19:37,0.4101497198886398,Low,Amanda Aguilar,Kevin Aguilar,Thank you for your recent transaction. Your account balance is updated.
4125.58,2023-01-03 15:43:08,0.7456457973845251,Moderate,Kenneth Porter,Kathleen Swanson,Peace another question president. Urgent action required!
693.36,2023-01-01 12:31:01,0.39628051823937116,Low,Charlene Wood,Jason House,Thank you for your recent transaction. Your account balance is updated.
4780.71,2023-01-02 13:25:20,0.9692692443485262,Highest,Eric Buck,Nina Briggs,Environment hundred show resource ball. Urgent action required!
2227.48,2023-01-04 16:10:26,0.5185474310440127,Moderate,Thomas Thompson,Melanie May,Early former above. Urgent action required!
364.86,2023-01-07 13:54:59,0.15992903857633922,Low,Katherine Bowman,Steve Yates,Thank you for your recent transaction. Your account balance is updated.
565.09,2023-01-02 16:02:05,0.3647838133702479,Low,Kyle Johnson,Jim Jones,Thank you for your recent transaction. Your account balance is updated.
492.96,2023-01-05 11:14:05,0.18241389015196596,Low,Matthew Ware,Elizabeth Martinez,Thank you for your recent transaction. Your account balance is updated.
659.51,2023-01-03 08:50:27,0.14659841356285608,Low,Crystal Oconnor,Ashley Taylor,Thank you for your recent transaction. Your account balance is updated.
2910.66,2023-01-01 08:36:18,0.8479854599282461,Lowest,John Hernandez,Sarah Mcdaniel,Type reveal dark because. Urgent action required!
465.53,2023-01-03 08:06:33,0.3903803901438524,Low,Holly Sanders,Michael Santos,Thank you for your recent transaction. Your account balance is updated.
389.14,2023-01-02 16:52:48,0.48345984302988165,Low,Steve Hall,Jack Rodriguez,Thank you for your recent transaction. Your account balance is updated.
150.34,2023-01-03 11:23:46,0.9890883398561062,Highest,Leah Bryan,Richard Buckley,Statement name support every news. Urgent action required!
4961.68,2023-01-04 13:02:09,0.6490361759185217,Moderate,Miguel Vincent,Charles Stewart,Different our stop exactly. Urgent action required!
4834.95,2023-01-05 08:09:11,0.8429319569539856,Lowest,Erika Jones,Jessica Porter,Risk reality realize turn scene piece care. Urgent action required!
1358.21,2023-01-02 17:49:09,0.769664488498658,Moderate,Jim Burns,Michelle Murray,Modern sometimes think no across. Urgent action required!
939.55,2023-01-06 10:04:29,0.65417935903406,Moderate,Tammy Reyes,Michael Allen,Small material total the. Urgent action required!
4319.86,2023-01-01 17:12:28,0.8959122759653094,Lowest,Gerald Bates,Matthew Williams,Voice establish federal base represent. Urgent action required!
59.59,2023-01-04 10:00:35,0.8987370618979222,Lowest,Mary Smith,Barbara Dunn,Occur care read important during in peace. Urgent action required!
648.85,2023-01-02 12:32:13,0.31937166643826176,Low,Laura Cook,Michael Robinson,Thank you for your recent transaction. Your account balance is updated.
4560.98,2023-01-02 10:02:03,0.9092239295496342,Highest,Nancy Holloway,Andrew Robles,Thought show bill my create. Urgent action required!
3514.13,2023-01-01 17:46:00,0.7059181105982749,Moderate,Connor Lynch,Elizabeth Olson,During image our eight crime clear indeed. Urgent action required!
467.97,2023-01-02 14:38:02,0.048752877286102336,Low,Amanda Reyes,Kathy Galvan,Thank you for your recent transaction. Your account balance is updated.
1220.0,2023-01-02 12:12:44,0.839908332016071,Lowest,Justin Gonzalez,Robert Jones,Develop deal popular small science ground. Urgent action required!
3305.28,2023-01-03 17:41:22,0.738265923412267,Moderate,Tyler Graham,Jennifer Davis,Treatment drop be. Urgent action required!
600.88,2023-01-01 15:45:48,0.3269767215418836,Low,Judith Thompson,Zachary Adams,Thank you for your recent transaction. Your account balance is updated.
4855.91,2023-01-02 16:32:23,0.6513399408695104,Moderate,Robert Brown,Rodney Taylor,Risk deal guy. Urgent action required!
111.86,2023-01-05 14:22:24,0.3840123255192921,Low,Adam Moody,Ronald Lyons,Thank you for your recent transaction. Your account balance is updated.
552.21,2023-01-05 17:40:39,0.6302497075356163,Moderate,Angela Barnes,Seth Buchanan,Brother leave give account any everything read. Urgent action required!
